21031	1042
19159	1867
18346	155
6218	2468
5075	1669
13566	868
13940	3040
17565	2032
12070	1471
21411	1290
9742	557
17623	2023
21490	633
18675	200
10366	582
1371	1393
22683	1496
9225	629
16525	1258
3585	1779
3312	1305
3705	2076
22047	198
11804	469
423	1044
18342	55
22248	2067
7358	2068
12257	875
20083	566
14690	1277
15347	3740
1011	992
17737	1952
18646	916
1830	1597
10709	2442
836	1246
4582	200
12585	396
8293	1095
14844	613
21192	533
5129	1932
21165	2812
1898	2293
16501	2878
6312	697
18660	1277
11237	1257
20531	1627
10636	421
20925	2023
13727	818
12024	1917
1319	2812
20557	579
6686	1253
808	1541
9171	1381
21524	2728
10386	1252
9346	1489
5477	1809
22920	1164
3843	2444
17719	2541
12788	216
12963	1386
1266	1382
1729	1735
16973	19
8497	2113
22619	1129
22795	2752
22762	216
8051	709
12894	2631
381	1353
2040	866
6504	2167
13608	1701
9806	1317
15538	1915
10191	369
7805	1735
6351	866
21583	133
6766	81
4289	12
4007	2087
17506	503
15214	2294
6124	1040
12810	1069
3539	1674
7018	2763
1386	984
17063	1277
12190	1735
22929	274
18387	1649
22562	866
5674	1765
8179	2175
20039	2689
17541	2878
22426	661
14840	496
13289	767
7271	200
2531	2479
6348	1451
6498	193
9494	3335
16228	1984
19882	818
18985	193
5569	2181
9086	1890
5205	2303
17107	1378
357	1719
6301	1680
14018	1484
13887	2226
18513	1032
10475	1479
20347	395
8396	3720
14777	613
11014	1822
17084	816
20363	2519
3881	3660
6985	110
10016	154
10723	1032
14002	1517
21359	811
18371	566
15356	1505
7525	1594
14958	1835
22335	1518
624	697
12889	4176
20733	613
12133	1782
3741	404
1792	1072
1243	1735
14712	75
415	1059
21298	582
11203	177
8528	1454
2169	1109
5752	582
6415	1277
21006	1981
18674	1748
11292	971
7318	2621
19950	770
4110	1852
16287	4218
18377	399
5775	1735
464	1299
7933	1006
4479	1380
5811	171
12859	1431
806	1302
11491	12
830	369
13531	2124
16398	76
11881	1484
16297	796
1964	829
17956	1571
1490	2814
13651	796
167	866
1009	916
9537	1674
9193	2631
6060	2081
18293	833
7536	1583
15237	908
22461	866
18779	19
4421	405
21970	2101
2765	1277
463	1303
12720	1099
3281	899
21977	1379
7667	1484
9599	916
20856	2293
9449	2181
1925	2431
